'ID';'НАЗВАНИЕ';'СТУДИЯ';'ГОД ПРОИЗВОДСТВА';'РЕЖИССЁР';'СЦЕНАРИСТ';'ОПЕРАТОР';'ВОЗРАСТНАЯ КАТЕГОРИЯ';'ЖАНР';'СТРАНА';'КАТЕГОРИЯ';'ЦЕНА';'СЕБЕСТОИМОСТЬ';'СТАТУС'
'2157132';'Алекс и Эмма';'Эскейп Артистс, Франчайз Пикчерз, Рейнер-Грэйсман, Уорнер Бразерс';'2003';'Роб Райнер';'Джереми Левен';'Гэвин Фанни';'«16+» для детей старше 16 лет';'Художественный';'США';'Кино';'744.0';'572.0';'o'
'2157133';'Алекс и Эмма';'Эскейп Артистс, Франчайз Пикчерз, Рейнер-Грэйсман, Уорнер Бразерс';'2003';'Роб Райнер';'Джереми Левен';'Гэвин Фанни';'«16+» для детей старше 16 лет';'Художественный';'США';'Кино';'436.99999999999994';'311.65';'o'
'2157134';'101 далматинец_';'Уолт Дисней Пикчерз, Грейт Оукс';'1961';'Клайд Джероними, Хэмильтон Ласки, Вольфганг Райтерман';'Билл Пит, Доди Смит';'';'«0+» для любой зрительской аудитории';'Анимационный';'США';'Видео';'594.0';'456.50000000000006';'o'
'2157135';'Мой лучший любовник';'Прайм Филм Продакшнс ЛЛСи, Стратус Филм Ко., Тим Тодд, Юниверсал Пикчерз, Йангер Зен Ю';'2005';'Бен Янгер';'Бен Янгер';'Уильям Рексер';'Детям до 12 лет просмотр фильма разрешен в сопровождении родителей';'Художественный';'США';'Кино';'500.0';'357.0';'o'
'2157136';'Меморандум Квиллера /По роману Адама Холла/';'Рэнк Организэйшн, Айвен Фоксвелл Продакшнз';'1966';'Майкл Андерсон';'Гарольд Пинтер';'';'«16+» для детей старше 16 лет';'Художественный';'Великобритания|США';'Видео';'432.0';'332.0';'o'
'2157137';'Мемуары гейши (по роману Артура Голдена)';'Коламбия Пикчерз Корпорейшн, ДримУоркс ЭсКейДжи, Спайгласс Интертейнмент, Эмблин Интертейнмент, Рэд Вэгон Продакшнс';'2005';'Роб Маршалл';'Робин Свайкорд, Даг Райт';'Дион Биб';'Детям до 12 лет просмотр фильма разрешен в сопровождении родителей';'Художественный';'США';'Кино';'520.0';'371.0';'o'
'2157138';'Август Раш';'Си Джей Интертейнмент, Одисей Интертейнмент';'2007';'Кирстен Шеридан';'Ник Кастл, Джеймс Харт';'Джон Мэтисон';'«12+» для детей старше 12 лет';'Художественный';'США';'Видео';'470.0';'392.0';'o'
'2157139';'Акробат на Северном полюсе';'"Бухарест"';'1983';'Э.Бостан';'В.Истрате';'';'Для любой зрительской аудитории';'Художественный';'Румыния';'Видео';'648.0';'463.0';'o'
'2157140';'15 минут славы';'Нью Лайн Синема, Индастри Интертейнмент';'2001';'Джон Херцфелд';'Джон Херцфелд';'Жан-Ив Эскоффер';'«18+» запрещено для детей';'Художественный';'Германия|США';'Видео';'500.0';'357.0';'o'
'2157141';'Балто 2: В поисках волка';'Юниверсал Пикчерз';'2002';'Филл Вайнштейн';'';'';'«6+» для детей старше шести лет';'Анимационный';'США';'Видео';'690.0';'531.0';'o'
'2157142';'Балто 3: Крылья перемен';'Юниверсал Пикчерз';'2004';'Филл Вайнштейн';'';'';'«6+» для детей старше шести лет';'Анимационный';'США';'Видео';'539.0';'449.0';'o'
'2157143';'Безумно влюбленный';'Интеркэпитал, Юнайтед Артистс Еуропа';'1981';'Франко Кастеллано, Пиполо';'Франко Кастеллано, Пиполо';'Данило Дезидери';'«12+» для детей старше 12 лет';'Художественный';'Италия';'Видео';'559.0';'430.0';'e'
'2157144';'Аткинс';'К/с "ДЕФА"';'1985';'Х.Тримперт';'С.Кольдитц';'';'Для любой зрительской аудитории';'Художественный';'ГДР';'Видео';'380.0';'271.0';'e'
'2157145';'Адъютант его превосходительства';'Киностудия "Мосфильм"';'1969';'Е.Ташков';'И.Болгарин, Г.Северский';'П.Терпсихоров';'«6+» для детей старше шести лет';'Художественный';'СССР';'Кино';'370.0';'285.0';'o'
'2157146';'Без свидетелей';'Киностудия "Мосфильм"';'1983';'Н.Михалков';'Н.Михалков, С.Прокофьева, Р.Фаталиев';'П.Лебешев';'«12+» для детей старше 12 лет';'Художественный';'СССР';'Кино';'720.0';'600.0';'e'
'2157147';'Без солнца';'Киностудия "Мосфильм"';'1987';'Ю.Карасик';'Ю.Карасик';'К.Супоницкий, Б.Новоселов';'«12+» для детей старше 12 лет';'Художественный';'СССР';'Кино';'884.0';'737.0';'o'
'2157148';'8 мм';'Коламбиа Пикчерз';'1998';'Джоэл Шумахер';'Эндрю Кевин Уолкер';'';'«18+» запрещено для детей';'Художественный';'США';'Видео';'390.0';'325.0';'o'
'2157149';'88  минут';'Миллениум Филмз, ЭмметФурл Филмз, Брайтлайт Пикчерз, М88 Продакшнз, Нью Имэйдж, Бруклин Филмз';'2007';'Джон Эвнет';'Гэри Скотт Томпсон';'Дэни Ленуар';'«18+» запрещено для детей';'Художественный';'Германия|США|Канада';'Видео';'470.0';'392.0';'o'
'2157150';'Андрей Рублев.';'Киностудия "Мосфильм"';'1966';'А.Тарковский';'А.Кончаловский, А.Тарковский';'В.Юсов';'«12+» для детей старше 12 лет';'Художественный';'СССР';'Кино';'690.0';'531.0';'o'
'2157151';'Азартные игры';'Мирамакс, Дименшн Филмс';'1999';'Джон Франкенхаймер';'Эрен Крюгер';'Алан Коза';'«16+» для детей старше 16 лет';'Художественный';'США';'Кино';'350.0';'269.0';'e'
